,id,tweet
44,1.63651E+18,@username nwaanyi inokwa na obodo a? ihiala they've shooting and bombing since last year
45,1.63659E+18,‘nwaanyi ike’ will revolutionise igbo series production ##url
46,4.06508E+17,"exactly rt @username : ndi ofe mmanu, hapu kwanu nu nwata nwaanyi a aka nu biko."
47,1.63417E+18,@username nwaanyi eze ginger!! pls just stop eeett
48,1.63234E+18,@username mbaise kii u. nwunye m aburo onye mba5. onwero ihe gbasalum with nwaanyi ozo.
49,1.63214E+18,@username dalụ nwaanyị ọma😍🤗
50,1.63573E+18,@username nwaanyi na nma
51,1.63522E+18,@username nwaanyị ọma chi-chi i want to drink 2 bottles of black bottle.
52,1.63458E+18,@username nwaanyi mara mma 😊
53,1.63228E+18,"@username certainly, my governor. i await your ascension to lead anambra soon. @username is a one term governor na aha jisos christ bu onye nwaanyi. amen"
54,1.63243E+18,@username agu nwaanyi. a lion a lion @username
55,1.16792E+18,"@username ọ kwa unu na-ahụ ya. onye iberibe na-eme e kee nwaanyị ụzọ abụọ, ọ ga buru ukwu ya...😂 😂 😂"
56,1.63354E+18,when it comes to paying of taxes  the yorubas will not remind igbos they're not part of one nigeria but during election they will threaten and destroy igbo properties telling us to go home. ndi igbo agadi nwaanyị daa nda ada abụọ ọ gụọ ihe ọ bu na ikpa ọnụ. #endnigeria
57,1.63664E+18,"@username nwaanyi oma,that's the deal ooo.."
58,1.63213E+18,"i don't mind, okwa social media passwords then it's okay. mana any financial account password then you count me out oo, ehen! maka umu nwaanyi these days, ha na eri ego dika snake na erie na ime government house naijeriya. ##url"
59,1.63377E+18,@username nwaanyi kpowa nsi with a big smile osiso
60,1.63387E+18,@username gozikwa gi nwaanyi oma
61,1.63593E+18,@username nwaanyi bekee imara mma 😊
62,1.63487E+18,@username so pretty. nwaanyi oma🌹🌹🌹🌹
63,1.63334E+18,"nwoke ọ bụla ị nọnyere na-abụ ọkaibe n'akaọrụ ya. ihe ọ bụla ị kpebiri na ị ga-abụ ka ị ga-abụrịrị.  n'ezie, amaghị m ihe ụwa a ga-abụ ma ụmụ nwaanyị anọghị n'ime ya.  #womensday2023"
64,1.63595E+18,@username kiki of the most high  asa nwa  dalu nwaanyi oma
65,1.63375E+18,@username aga amuta nwaanyi
66,1.63284E+18,"😂 😂 😂  nnenna is me, i am nnenna 😂😂. she's the nwaanyị ike ##url"
67,1.63431E+18,@username nwaanyi bekee 🥰
68,1.63299E+18,"chi efosaanu o!  ndụ ka akụ ma bụrụkwa isi. ọfọ m na-agọ n’isi nwoke na nwaanyị taa bụ na ka i ji ndụ ya aga igba mbọ aka aja aja ka ọnụ wee bụrụ gị na ndị be gị mmanụ mmanụ, ụkwụ ị ga-eji abata ga-aka nke i ji pụọ mma."
69,1.63443E+18,daalụ nwaanyị ọma!!! ##url
70,1.63377E+18,"@username lolo ana ma fu gi ekele kwam gi ma ,keep doing wah you're doing ma . oya masi mu obuna e ge mepe your dms i want to tell you something odugwu nwaanyi."
71,1.63501E+18,@username ndewo nwaanyi oma
72,1.63344E+18,@username nwa nwaanyi deeper life 🌹   idi godi very obedient ❤️
73,1.63526E+18,@username nwanne m nwaanyị 🤗
74,1.6342E+18,@username good morning nwaanyi oma(beautiful woman)
75,1.63324E+18,@username congratulations nwanne m nwaanyi. iheoma ru nma
76,1.63486E+18,@username oga dịkwa mma ma gị dere nwaanyị ọma a. ka unu otawago on a kum kum....
77,1.63252E+18,@username much love ezigbo nwaanyi💞 good luck.
78,1.63661E+18,di - husband  nwunye - wife nne di/nne nwunye - mother-in-law  nna di/nna nwunye - father-in-law  nwanne di/ nwanne nwunye - sister-in-law/brother-in- law ọgọ - in-law nwa nwaanyị - daughter nwa nwoke - son ada - 1st daughter  ọkpara - 1st son nne na nna - parents  💖 43/100
79,1.0906E+18,"@username ah! ihe ndi a mme odiro kwa mma oooo! 😨 mana nne biko eweliwe, nwepu kwa ya, maka ndi mmadu na uwa ga fu, ndi ofe mmanu ga na asi na umu nwaanyi igbo na eme ajo ihe 🤔 chai! but enhhhh can u just imagine, ihere na eme m sef, what a nonsense, haiiii! 😲"
80,1.63246E+18,@username daalụ nwaanyị ọma.
81,1.6357E+18,@username imara mma nwaanyi bekee 🥰
82,1.63713E+18,"@username kwusi ife a ina ekwu nwanna, lol. umu nwaanyi igbo enwero options, hapu ya ka ha na eri kwa nri ndi afonja maka nsogbu adiro cha cha 🙂 oburu na nwoke igbo na gwa gi na oga lu nwaanyi afonja ugbua ehen! iga ekwu ezigbo okwu, tobit 4:12 laid emphasis on ""son"" not daughter."
83,1.34609E+18,"ọ kwa onye iberibe gburu ede awịị. onye mụnye be ya ọkụ, ọ gbachaa, ọ sị na ebe niile efochapụla. uche gị dịkwa ebe onye nya akpa asụ nri nọ maka na nwaanyị okwu na ụka na-asị nwunye dị ya gbanye ya mmanụ ka ya were taa akwụ."
84,1.63283E+18,"nwamba ka ọ bụ nkịta?  otu nwaanyị ekpebiela hoohaa na ọ nweghịkwa ihe ga-ejikọ ya na nwa mba. aha ya bụ oriaku anyanwụ. gịnị na-ese okwu? ọ sị n'otu oge, otu nwamba batara be ya, na-ebe, ""nwunye anyanwụ, ị nwere anwụrụ?""  nwamba na nkịta kedụ nke masịrị gị? ##url"
85,1.63672E+18,@username nwaanyi ozalla nyelu m breakfast in 2015 mana ya diba 🥲
86,1.63644E+18,"@username lol. bia umu nwaanyi onitsha, unu na eme mkpotu."
87,1.63574E+18,@username wee mee gini 😒  ka eyi ya nwaanyi wuo mu acid? biko kwa 🙄
88,1.63225E+18,@username ezigbo nwaanyị 🥰
89,1.63568E+18,@username akwụna i je na ṅụọ nwaanyị. je sample ba hotel
90,1.63458E+18,"otutu mmadu na lu nwaanyi na ime facebook na twitter ma imaro ya ofuma, ikwesiri ima na ije di na nwunye bu 1+1 is 1 obughi 1+1 is 2 🤣🤣"
91,1.633E+18,"@username udo dịrị gị, nwaanyị ọma."
92,1.6334E+18,nwaanyị - bụ - ihe!  i celebrate all women!  you're a nation!  keep being phenomenal.  ~ your male friend. #internationalwomensday
93,1.63737E+18,@username odugwu nwaanyi udo di ri gi ma
94,1.63459E+18,@username onwere nwaanyị bi na yard anyị kwụrụ ya.
95,3.14393E+17,"@username need to see this -------&gt;@username : @username lol biko rapu go di ndi ofe mmanu, fa ma kwanu otu e si a nu nwaanyi?”"
96,1.63476E+18,"@username igbo name specifically for females:  mgbafor mgbeke  mgbaorie akwaeke  adaeze  adaure  nnennaya  nwaanyi mma, etc  amara, ebere,oluchi, chinenye, nonye, etc are unisex."
97,1.63521E+18,@username nwaanyị ọma i salute you.
98,1.63326E+18,@username nwaanyị nkanu i bem
99,1.63612E+18,@username congratulations nwaanyị oma! udo!
100,1.63359E+18,"@username happy international women's day, nwaanyi oma."
101,1.63709E+18,"@username daalu, nwaanyi oma."
102,1.63427E+18,isi ewu ke 😹😹 ##url
103,1.63358E+18,@username u be mumu … ewu
104,1.63699E+18,"@username u be werey, that ifo local government na ogun state.. ewu"
105,1.63569E+18,@username hapu ewu a
106,1.63595E+18,"@username sorry oo ibu ewu, so rufai is now buhari and cbn? ndo"
107,1.10011E+18,"@username no be only banish na expulsion,since na your papa create the world ewu ,anuofia.onye iberibe ##url"
108,1.26711E+18,"@username onye ara, iwu ewu weruawu dajabu gi onye iberibe😘"
109,1.63392E+18,@username you gat to be kidding right ke-ihe gbasara ewu na-egwu ndi aturu
110,1.04434E+18,@username onye iberibe  like you...kitikpa gbaa gi der ewu
111,1.17841E+18,"this one bụ ezigbote idiot, ewu gambia, onye nzuzu. ##url"
112,1.63709E+18,@username person just waste isi ewu
113,1.47469E+18,"@username you must waste your timeooo human eater. ori madu like you. onye oshi, onye iberibe, anumanu, ewu criminaaal nnamdi. onye nzuzu, oluku. aturu ipob. senselessss and nonentity idiooottt. you're among the ori madu aka human eater in igbo land. ashi gba gi onye ara. ekwensu di ka gi."
114,1.63418E+18,@username ewu ka gi nma   anu ohia
115,1.6374E+18,@username ị bụ ewu
116,1.16983E+18,"@username anupama, ewu xenophobia, onye nzuzu, bro get healed fro hate"
117,1.63736E+18,"@username must u say u be igbo, ewu"
118,1.63372E+18,@username anụ ọhịa. you are back to you default self. ewu akpụ eje akwa
119,9.84711E+16,lmfao! lekwe.....mchew##url iberibe! isi'gi meibele! rt @username : @username isi o meibiele go? ekwelem bagi akante!
120,1.12908E+18,"@username hapu ewu ahu. ochoro igwa anyi ihe anyi ga eme. amakwam na obu onye ""ofe mmanu"""
121,1.63382E+18,@username ewu - 🐐 goat
122,1.63267E+18,700 ewu  cooog ##url
123,1.63322E+18,@username ichie mmaduka: arrant nonsense! tie ewu n'abu!
124,1.63544E+18,@username jos seket ewu kak
125,1.63215E+18,@username ewu igbo shame on you
126,1.63233E+18,@username ewu ki bu
127,1.63402E+18,"@username ị ga-ata ahụhụ, ma gị na ezinụlọ gị ga-anọgide na-abụ ohu nigeria.  ewu"
128,1.56349E+18,"@username negodu onye iberibe a...... nkita rachacha gi anya, ubiam na agu abuziri aha ezinulo gi na mpa gi. ewu gambia"
129,1.63348E+18,@username ewu nkea ka na eme exist 😂😂
130,1.63708E+18,@username ewu drop post code  na ezuzu
131,1.26526E+18,it is this empty akpa amụ; this ukwu ewu; this onye nzuzu that is referring to these pretty ladies as “what”. ##url
132,1.54043E+18,@username but they deserve apc and tinubu?  onye nzuzu. onye ara. onye apari. ewu
133,1.63539E+18,@username pele ewu nigeria 😂😂😂
134,1.39058E+18,@username ewu mmeeeee!!!!!! anuofia onye nzuzu
135,1.38551E+18,@username ewurugho onye ofe mmanu ogwaya
136,5.36541E+17,"lovren bu ezi, br bu anu ofia, mignolet bu onye iberibe, gerrard bu agadi nwoke n'agwo ofe, sterling but ewu&gt;&gt; fa ncha bu ndi ara&gt;&gt;"
137,1.63685E+18,@username ụla wuru ewụ.
138,1.63377E+18,"@username bia ewu aa mechikwanu onu for once, oginidi.."
139,1.63495E+18,"@username in 2023 or what, ijikwa anya gi ewu"
140,1.63335E+18,@username itara akwu ka obu ka ezegi di?? taaa mechie onu there. ewu kambia
141,1.63725E+18,"@username ara gbawaa gi onu ,ewu"
142,1.63701E+18,@username ewu in advance 😹
143,1.6328E+18,@username till weekend. even edoga is still a continuation of pdp. nweta ewu mmanye na ogbili  na nweta ogbili mmaye ewu bu ofu.
144,1.63675E+18,@username what's the nature of your madness mkpi nagbaru ora ewu! ##url
145,1.63213E+18,@username may u die young  worker of iniquity ewu anuohia aturu mkpi ekwensu
146,1.6363E+18,@username the one obi payed you nko? ewu
147,1.15848E+18,onye iberibe. i wu ewu mmee ##url
148,2.08217E+17,"azu :* @username : same.... ewu. #muah ""@username : onye iberibe :p ...... gud.u? @username : tot as much!!! lazy boy :p... haawa u na?"""
149,2.72787E+17,"all this abusive missing. u are weird x 500 rt @username : @username lol, mkpi na ewu. onye nzuzu. i've missed you, idiot :')."
150,1.53393E+18,@username onye nzụzụ... ewu gambia
151,1.63667E+18,@username isi ewu and palm wine
152,1.63709E+18,kitikpa micha gi na ndi oga unu anya! ewu zimbabwe. ##url
153,8133920765,@username isi okpo... onye nzuzu. isi ewu... ne imi gi ks ite bean. ne eze gi ks fork ndi ori!
154,1.63232E+18,@username cry ewu 🤣🤣🤣
155,4.98814E+15,"@username evanwa ndo o!! hancha nile bu ofu.....hapu ewu a na za tony parker, obu onye nzuzu #kbye :)"
156,1.6335E+18,@username impotent kwa. where izdat talk coming from. ewu hausa . si ebea puo osiso. onye ngbu!
157,1.1218E+18,@username mpa gi bu ewu hausa. onye nzuzu
158,1.63708E+18,@username iwu ezigbo ewu nno..... uburu gi kwesiri iji mme nkwobi simple its no use inside ur skull
159,1.63339E+18,@username failed in the aspect of leadership. and that continues cuz we continue to recycle people from the same crude mindset into leadership positions. o di mmadụ g'eto onye ọbụla bụ onye be gị maọbụ ewu ma-ọbụ mmadụ. kwụsị ya
160,1.63737E+18,"@username respectfully sir,you're an ewu nta😑😑"
161,1.63274E+18,"@username umu okoko, ewu mad people everywhere"
162,1.14938E+18,"@username ewu ofia,which part of imo r u from? mgbeke,onye nzuzu. bia kam kponye gi onye ga akuziri gi makeup. iberibe mmadu. byeeeeeeeee"
163,1.63238E+18,@username ewụ nwụrụ anwụ
164,1.63283E+18,@username mumu punter ewu hausa atụrụ kafanchan
165,1.6367E+18,@username 😂😂😂😂😂😂😂 ewu mbaks😂😂😂
166,1.61272E+18,"@username cry inside here🤣🤣🤣🤣 my mom told me am a nigeria   onye iberibe  aturu, ewu awusa, ikpu nnegi there 🤣🤣 ##url"
167,1.55592E+18,@username ozuwor orsinor dum. nzuzu onye iberibe ewu!
168,1.63636E+18,@username as per anu ewu for ofe onugbu 😂
169,6.38831E+17,onye nzuzu. ewu. ta kmt
170,1.56178E+18,"@username eriri eri ogbuogi dia, onye iberibe,  itiboribo dika gi, taa gbafue, ewu nt'ike...mchew"
171,1.46609E+18,@username chioma i bu onye iberibe  i am chioma too but im ashamed of u cancel chioma out of ur name mumu  nah me tell obinna to give u belle run?  onuku igala exposing ur insecirity on others im sure u so miserable ewu awusa
172,1.61859E+18,"@username ibu anumpama. afo anu ewu, onye iberibe, onye eriri eri. chukwuokike kpo gi oku obidiot animal"
173,1.63576E+18,@username where is obi? your presideotu. ewu mheee. tufiakwa unu. ozu wurawu. i block udele like you. no time for fools
174,1.62539E+18,@username ibu ezigbo onye ara simon. ewu afo na asa. onye iberibe. anyi amarago whats up. tinubu's agent
175,1.63265E+18,"ike ekweremmadu, osita chidoka, chimaroke ogbummadu nnamani, charles idiot soludo, uche ewu ekwunife, okezie ikpeazu (backyard man) hopeless uzodinjo, orji kalu, arthur eze, mugu ugwuanyi, rochas atuluiocha, all of you and more must retire this year. se needs fresh air."
176,1.63312E+18,@username ewu na amaghị mmụọ chịrị ya ọzọ.  continue
177,1.35654E+17,anu ewu rt @username : babeecupid msche##url nzuzu
178,1.63215E+18,@username ewu vc e
179,1.63626E+18,@username kizz daniel ewu
180,1.63714E+18,@username ikpu  nne gi there ewu
181,1.36286E+18,"@username onye nzuzu, ewu gambia"
182,1.63348E+18,@username ewu gambia. tufiakwa
183,4.07903E+17,"onye ara choro ka amara aha ya. onye iberibe, ewu n'achuhari nwanyi. na god go judge sha.........@username okotie abi na ikeitem"
184,1.63717E+18,@username ewu awusa! ifuro ka eze go di ka ewu ana aru oku😛
185,1.63496E+18,"@username you be confam aturu 🤣🤣🤣 mkpi , mmeeee , ewu zambia"
186,1.63647E+18,@username eku ewu eye o
187,1.63324E+18,obi bu ewu ##url
188,1.63716E+18,@username see your white olosho face....me chonu your ewu mouth ##url
189,1.63281E+18,@username i bu ezigbo ewu!
190,1.63665E+18,@username tag ohanaeze ndi igbo join ewu
191,1.31673E+18,"soko soke werey.... onye ara, onye iberibe, anumpam, otororooo gbagbuoo gi, ishi dukwa gi na imi, nti tawa kwa gi, ewu gambia, alika 7up. ibi dakwa gi... tell your igbo friend to translate for you .   #endswat #endswat #endsars #endswat #endpolicebrutalityinnigeria ##url"
192,1.63689E+18,@username u re a  liar ewu gambia aturu na amaghi ihe onye ara ka gi mma
193,1.59576E+18,@username ne godu ezi a... ewu hausa... ada iberibe onye nzuzu.... akwuna ndi apc
194,1.63374E+18,@username ewu awusa....  adamu da mu da mu 10kobo na money🎵🎵
195,1.6323E+18,en3 de3 plaza mmaaa yi ewu
196,1.63524E+18,@username soluigbo e wu anu pama🤦‍♂️🤦‍♂️ ewu ka gi ma🤣🤣🤣
197,1.26156E+18,@username ewu be tweeting rubbish. you must bring mercy into this. onye nzuzu
198,1.63525E+18,"""bring isi ewu and odekwu"""
199,7.96193E+17,ekuke ewu ohu ezi onye nzuzu t##url ##url
200,1.63247E+18,"@username ewu, anuohia dika gi"
201,1.4382E+18,"@username who's you, are you crazy?  how did she know the right time? ode ewu hausa, anumanu, onye ala. onye iberibe, ezi."
202,1.09997E+18,oke ogo ndi ofe mmanu ##url
203,1.55955E+18,@username i am an anambra guy...yen yen yen yen. tell us you wished to be. onye ofe mmanụ nwụrụ anwụ.
204,1.08096E+18,nwunye gi bu onye ofe mmanu ##url
205,1.12943E+18,ofe mmanu 😁 ##url
206,1.40714E+17,"nne hapu ndi ofe mmanu,mtcheew! rt @username : @username ..lmao..*he hell hi* indeed..nice one jay..lol"
207,4.27529E+17,hey ndi ofe mmanu unu ga-egbu mmadu leeh!!
208,1.12581E+18,@username onye ofe mmanu nkaa osi na ogini????si ya rijuo nsi afo..akpo ndi bu mmadu ya onye nkea aputa..anumandu
209,1.24428E+18,@username how can this low budget willie obiano be someone's pastor? isi shampoo with ezigbote bleaching cream. negodi ka nwoke na cha ka ife ana fu na stew ndị ofe mmanụ 😂
210,3.99962E+17,rt @username : ndi ofe mmanu rt @username : cooking soup that is 'so so hoil hoil hoil'. ... ##url
211,2.36404E+17,#thingstheyorubasinvented ofe mmanu mmanu
212,1.64005E+18,@username ndi ofe mmanu for sure
213,1.16828E+18,@username ada ada stop teaching nwoke ofe mmanu igbo biko😛😛😛
214,1.59119E+18,@username foreigner coming to ofe mmanụ land to congratulate him people for turning ndị ofe mmanụ 🤡 to slaves in their own land 🤯
215,1.51896E+18,@username uche gị dị na ndị ofe mmanụ?😒 ọ dị mma
216,1.59152E+18,nwọke ofe mmanu ewerego  ụbụrụ nwannem nwanyị gwuọ abacha😂🤧🤧 ##url
217,3.68047E+16,"chai!!!rt @username : ewoooo! oso abaa mu ukwu oo ! ""@username : ookwa oye ofe mmanu o... rt @username : onye ... ##url"
218,1.12979E+18,"@username hapu ndi ofe mmanu, ha wa  n'asu asusu ha. anyi ga n'a asu nke anyi. igbo kwenu igbo di nma."
219,8.51149E+17,@username who is nnamdi kanu people nwa ofe mmanu a? stay off my mention?
220,1.64005E+18,@username igbos will continue to be your nightmare onye ofe mmanu 😃😃😃
221,5.82104E+17,@username ofe mmanu actually
222,1.63797E+18,obi cubana  #yoruba   we are igbos not ndi ofe mmanu. great igbo  retweet if you are a true igbos ##url
223,2.4236E+17,eniola badmus na were babe oo!! choi! nwaayi ofe mmanu ati omonna oshi cc #mr&amp;mrsibu @username
224,1.2198E+17,"nwanne abughi m onye ofe mmanu rt @username : @username . eruku jan-jaa, ja won si le"
225,1.46868E+18,@username yh ndi ofe mmanu
226,5.13286E+17,":-)""@username : oh nnem nsogbu adiro""@username : @username nna a kedu ife na emezi? kee ife gi na ndi ofe mmanu na exchange words?"
227,1.30411E+18,@username true definition of ofe mmanụ 😄😄😄
228,1.57286E+18,"@username olamide kwesiri ikwado otu onye igbo maobu onye hausa na-eti egwu. nkea ga-eweta mmuo ohaneze n' ala anyi. o bu ezie na ya bu nwoke bu akwa akwuru, mana o na-akpa oke nke ukwu site na iwelu so ndi ofe mmanu na iti egwu. nkea na akwada obi ndi mmadu nke ukwu na ebe o no."
229,1.57649E+18,@username u are ofe mmanu
230,6.49277E+17,"""@username : ndi ofe mmanu na achu nwanyi nke ukwu!! odika chineke nyere umu nwoke ha amu ten����������������������"" ouch!!!"
231,1.32009E+18,"@username yes boss, on a normal ndi ofe mmanu bugodu ndi ala. i wouldn’t say illiteracy is part of the menace they face maka onwe ndi nwee good reasoning even without education"
232,1.35079E+18,"@username not ibadan, not kano, not benin but enugu, ndị ofe mmanụ gá nu ṅụọ mmiri zuo ike."
233,1.30914E+18,"@username you are the hypocrate if you are there comparing ""omo igbo"" wit ""onye ofe mmanu"". is onye ofe mmanu the igbo translation for yoruba child? then help me translate ""onye yoruba"". if teni wants to insult her he will call her omo ajekuta mamumi."
234,2.92368E+17,yes na rt @username : you wan come taste inside baba olowo money rt @username : ofe mmanu commot rt raazee19: igbo man rt
235,1.63802E+18,@username ofe mmanụ fuck off.
236,1.24306E+18,"@username nya i na ayi ezigbote ala,ka i bia ebe bunye anyi nke ndi ofe mmanu bunye gi o kwa ya"
237,1.05141E+18,@username most if not all ndi ofe mmanu na eme ya bu ife. ike gwuru😁.
238,4.72378E+17,"daalu ""@username : ""chaiiiii ndo nwanne | @username : this life is hard. after psyching igbo babes, she called me ofe mmanu"""""
239,1.10237E+18,they don’t call yoruba people “ndi ofe mmanu” for nun ##url
240,5.20116E+17,"lol ""@username : you called yoruba people? ""@username : anom na ofe, oburu kwa nke ndi ofe mmanu."""""
241,3.4242E+17,"lollll..nekwa ewu ofe mmanu a..rt @username : not everybody is as shallow as u #bye ""@username : ... ##url"
242,1.48342E+18,@username ndi ofe mmanu ewero isi na madu 🤣
243,5.82459E+17,i am 'omo nna'.. boo is 'ndi ofe mmanu '.. oh well.
244,1.28808E+18,@username asin....and tbh okakwa nma ndi ugwu than ndi ofe mmanu o.....
245,1.13943E+18,@username ishola onye ofe mmanu
246,1.57593E+18,gone are days when they say nde onye bi ka o nawachi nwannem sometimes inwere ike wachiaa na ofe mmanu o ru echi ndi lastma or lawma e help gi wanye ya. aku ruoo ulo amara onye kpatara ya 😂😂😂😂😂😂😂😂😂.
247,1.37738E+18,"@username ezi, ofe mmanu, anu mpama. na thunder go waste you"
248,6.48494E+17,okwa ebe kondo ndi ofe mmanu na tu gi. biko kpachi anya gi oo! ##url
249,5.43508E+17,"lol.  nosike onye nsogbu ""@username : no because  ofe mmanu  ""@username : marry me ?"""""
250,6.07541E+17,"@username eziokeu m, anyi ga na ele ha n'anya. ndi ofe mmanu bu ogbu mma n'azu"
251,1.64143E+18,@username who's  your nwanne? go meet that person to teach you. ndi ofe mmanu ji aru eri nri can never be my nwanne. chukwujukwo!!!
252,7.91932E+17,"onye ofe mmanu wu onye ofe mmanu, them no dey change."
253,1.64082E+18,@username you’re despicable. onye ofe mmanu nwuru anwu. face ur thiefnubu and leave po alone. iriot
254,9.35827E+17,*dont like oil as per ndi ofe mmanu ##url
255,1.37456E+18,@username cuppy onye ofe mmanu😁😁
256,1.09974E+18,@username ofe mmanu na ose nnam....nkea atokwam bullshit
257,1.08856E+18,"@username nne ifuro ka ha si agbafu onwe ha afo, one man onye ofe mmanu ga-agba akwukwo na saturday, so side chick ya amaghi, and ogwaghi kwanu side chick ya that na oga wedd on saturday. so the side chick saw thier hashtag on twitter"
258,1.61487E+18,@username drink more ofe mmanu 😂
259,9.33414E+17,seriously?  ofe   okro ogbono egusi  onugbu owerre nsala  oha ulo ukazi achi akwu   i go on and on. and these are solid soups. not ofe mmanu. ##url
260,9.38894E+17,@username don't mind this ndi ofe mmanu.
261,1.3917E+18,@username oga focus on your west ndi ofe mmanu
262,9.92163E+17,"davido tasted igbo p**sy, and he ain't going back to ndi ofe mmanu again  igbo kwenu😀😀"
263,1.54683E+18,@username osi ndi ofe mmanu 🤣
264,1.09569E+18,@username said by onye ofe mmanu
265,2.00192E+17,"smh...some guys are just foolish""@username : ndi ofe mmanu ( -̩̩̩͡˛ -̩̩̩͡) @username : o_o rt @username : wtf ##url"
266,1.41963E+18,did maria just speak this deep igbo language? 'ofe a gba lu ka'. wahala!!!!😂😂 nwata bu ofe mmanu! #bbnaija
267,2.13237E+17,"0_0* @username : aaa ree ye! ahh!! ahh!! rt ebuoe: bia ... i bu onye ofe mmanu ? * @username : se bi omo ana lo ti di olowo"""""
268,3.36494E+17,yoruba people have too much hate. osukosu nwa mkpi sugbuo cha ha. ndi ofe mmanu.
